"Name","Platform","Year_of_Release","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","User_Score","Rating"
"Viva Pinata: Party Animals","X360",2007,"Misc","Microsoft Game Studios",0.19,0.02,0,0.02,0.23,6.2,"E"
"World Series Baseball","XB",2002,"Sports","Sega",0.17,0.05,0,0.01,0.23,8.8,"E"
"Test Drive: Eve of Destruction","PS2",2004,"Racing","Atari",0.11,0.09,0,0.03,0.23,9.1,"T"
"Dynasty Warriors: Gundam Reborn","PS3",2013,"Action","Tecmo Koei",0,0,0.23,0,0.23,7.5,"T"
"Hatsune Miku: Project Diva f","PSV",2012,"Misc","Sega",0,0,0.23,0,0.23,8,"T"
"The Legend of Heroes: Trails of Cold Steel","PSV",2013,"Role-Playing","Nippon Ichi Software",0.05,0.02,0.14,0.02,0.23,7.5,"T"
"Jeremy McGrath Supercross World","PS2",2001,"Racing","Acclaim Entertainment",0.11,0.09,0,0.03,0.23,3.4,"T"
"The Scorpion King: Rise of the Akkadian","PS2",2002,"Action","Universal Interactive",0.11,0.09,0,0.03,0.23,7.2,"T"
"The Club","PS3",2008,"Shooter","Sega",0.14,0.07,0,0.03,0.23,6.5,"M"
"Meteos","DS",2005,"Puzzle","Nintendo",0.15,0.01,0.06,0.01,0.23,7.5,"E"
"Star Wars Jedi Knight II: Jedi Outcast","GC",2002,"Shooter","Activision",0.18,0.05,0,0.01,0.23,7.8,"T"
"Tom Clancy's Splinter Cell","GC",2003,"Action","Ubisoft",0.18,0.05,0,0.01,0.23,8.7,"T"
"Virtua Tennis 4","X360",2011,"Sports","Sega",0.11,0.09,0.01,0.02,0.23,6.2,"E"
"ESPN NHL Hockey","PS2",2003,"Sports","Sega",0.11,0.09,0,0.03,0.23,7,"E"
"DiRT Showdown","X360",2012,"Racing","Codemasters",0.08,0.13,0,0.02,0.23,6.4,"E10+"
"The Incredible Hulk: Ultimate Destruction","XB",2005,"Action","Vivendi Games",0.17,0.05,0,0.01,0.23,8,"T"
"Gundam Battle Assault","PS",1998,"Fighting","Namco Bandai Games",0.13,0.09,0,0.02,0.23,7.8,"T"
"XCOM 2","PC",2016,"Strategy","Take-Two Interactive",0.09,0.12,0,0.02,0.23,7.1,"T"
"Cross Edge","PS3",2008,"Role-Playing","Nippon Ichi Software",0.14,0.02,0.05,0.02,0.23,7.2,"T"
"The Lord of the Rings: Aragorn's Quest","Wii",2010,"Action","Warner Bros. Interactive Entertainment",0.17,0.05,0,0.02,0.23,7.8,"T"
"Looney Tunes: Acme Arsenal","Wii",2007,"Action","Warner Bros. Interactive Entertainment",0.21,0.01,0,0.02,0.23,5.1,"E10+"
"Madagascar: Escape 2 Africa","PS3",2008,"Action","Activision",0.12,0.08,0,0.03,0.23,6.8,"E10+"
"NBA 2K6","X360",2005,"Action","Take-Two Interactive",0.21,0.01,0,0.02,0.23,8.6,"E"
"NASCAR 08","PS3",2007,"Racing","Electronic Arts",0.15,0.05,0,0.03,0.23,5,"E"
"Mafia","XB",2004,"Action","Take-Two Interactive",0.17,0.05,0,0.01,0.23,7.7,"M"
"Grand Slam Tennis 2","PS3",2012,"Sports","Electronic Arts",0.09,0.1,0,0.04,0.23,5.2,"E"
"Dynasty Warriors: Strikeforce","X360",2009,"Action","Tecmo Koei",0.13,0.06,0.02,0.02,0.23,5.7,"T"
"Airblade","PS2",2001,"Sports","Sony Computer Entertainment",0.11,0.09,0,0.03,0.23,5.8,"T"
"Epic Mickey 2: The Power of Two","WiiU",2012,"Action","Disney Interactive Studios",0.13,0.07,0.01,0.02,0.23,5.6,"E"
"Carnival Island","PS3",2011,"Misc","Sony Computer Entertainment",0.13,0.06,0,0.04,0.23,5.2,"E"
"Tom Clancy's Rainbow Six: Siege","PC",2015,"Shooter","Ubisoft",0.13,0.08,0,0.02,0.23,6.9,"M"
"Genji: Dawn of the Samurai","PS2",2005,"Action","Sony Computer Entertainment",0.11,0.09,0,0.03,0.23,8.3,"M"
"The Italian Job","PS2",2003,"Racing","Eidos Interactive",0.11,0.09,0,0.03,0.23,6.3,"T"
"TrackMania: Build to Race","Wii",2010,"Racing","Focus Home Interactive",0.09,0.11,0,0.02,0.23,6.8,"E"
"Ultimate Band","Wii",2008,"Misc","Disney Interactive Studios",0.18,0.03,0,0.02,0.23,5.5,"E10+"
"Freedom Fighters","XB",2003,"Shooter","Electronic Arts",0.17,0.05,0,0.01,0.23,8.2,"T"
"Soldier of Fortune II: Double Helix","XB",2003,"Shooter","Activision",0.17,0.05,0,0.01,0.23,6.5,"M"
"Lunar Knights","DS",2006,"Role-Playing","Konami Digital Entertainment",0.17,0.01,0.04,0.01,0.23,7.8,"E10+"
"Final Fantasy XI: Treasures of Aht Urhgan","PS2",2006,"Role-Playing","Square Enix",0.06,0.05,0.1,0.02,0.23,7.1,"T"
"WWE All Stars","3DS",2011,"Fighting","THQ",0.15,0.06,0,0.02,0.23,7.4,"T"
"Alundra","PS",1997,"Role-Playing","Psygnosis",0.13,0.09,0,0.01,0.23,9,"T"
"Mortal Kombat: Armageddon","Wii",2007,"Fighting","Midway Games",0.19,0.02,0,0.02,0.23,8.4,"M"
"Madden NFL 13","WiiU",2012,"Sports","Electronic Arts",0.21,0,0,0.02,0.23,6.7,"E"
"Bratz: Girlz Really Rock","PS2",2008,"Action","THQ",0.11,0.09,0,0.03,0.23,8.4,"E"
"Transformers: Devastation","PS4",2015,"Action","Activision",0.1,0.09,0,0.04,0.23,7.5,"T"
"Hannah Montana: The Movie","PS3",2009,"Adventure","Disney Interactive Studios",0.14,0.06,0,0.03,0.23,3.4,"E"
"BlowOut","PS2",2003,"Shooter","Zoo Digital Publishing",0.11,0.09,0,0.03,0.23,6.2,"T"
"NFL Blitz Pro","PS2",2003,"Sports","Midway Games",0.11,0.09,0,0.03,0.23,8.5,"E"
"Tiger Woods PGA Tour 2003","GC",2002,"Sports","Electronic Arts",0.18,0.05,0,0.01,0.23,8,"E"
"Pinball Hall of Fame: The Gottlieb Collection","PSP",2005,"Misc","Play It",0.2,0.01,0,0.02,0.23,8.1,"E"
"Disgaea: Afternoon of Darkness","PSP",2006,"Role-Playing","Tecmo Koei",0.15,0.01,0.04,0.02,0.23,8.2,"T"
"Toukiden Kiwami","PSV",2014,"Action","Tecmo Koei",0.02,0.02,0.17,0.01,0.23,8.6,"T"
"SSX On Tour","PSP",2005,"Sports","Electronic Arts",0.19,0.02,0,0.02,0.23,8.1,"E"
"Rune Factory: Tides of Destiny","PS3",2011,"Role-Playing","Marvelous Interactive",0.14,0,0.07,0.02,0.23,7.9,"E10+"
"Ys Seven","PSP",2009,"Role-Playing","Falcom Corporation",0.14,0,0.08,0.02,0.23,8.5,"T"
"Lumines: Electronic Symphony","PSV",2012,"Misc","Ubisoft",0.09,0.09,0.01,0.04,0.23,7.8,"E"
"Tony Hawk's Proving Ground","DS",2007,"Sports","Activision",0.2,0.01,0,0.02,0.23,6.7,"E10+"
"The Polar Express","PS2",2004,"Adventure","THQ",0.11,0.09,0,0.03,0.23,4.3,"E"
"AC/DC LIVE: Rock Band Track Pack","X360",2008,"Misc","MTV Games",0.21,0,0,0.02,0.23,4.9,"T"
"Valhalla Knights 2","PSP",2008,"Role-Playing","Rising Star Games",0.09,0,0.12,0.01,0.23,5.4,"E10+"
"Spec Ops: The Line","PC",2012,"Shooter","Take-Two Interactive",0.11,0.09,0,0.02,0.23,8.2,"M"
"Saint Seiya: Sanctuary Battle","PS3",2011,"Action","Namco Bandai Games",0,0.09,0.11,0.02,0.23,7.3,""
"NBA ShootOut 2003","PS2",2002,"Sports","Sony Computer Entertainment",0.11,0.09,0,0.03,0.23,5.9,"E"
"Need For Speed: Undercover","DS",2008,"Racing","Electronic Arts",0.18,0.03,0,0.02,0.23,6.7,"E10+"
"Guitar Hero Live","X360",2015,"Misc","Activision",0.13,0.08,0,0.02,0.23,5.5,"T"
"Rogue Ops","PS2",2003,"Action","Kemco",0.11,0.09,0,0.03,0.23,9.2,"M"
"Killer is Dead","PS3",2013,"Action","Deep Silver",0.12,0.03,0.05,0.03,0.23,7.9,"M"
"F1 2014","X360",2014,"Racing","Codemasters",0.08,0.13,0,0.02,0.23,4.1,"E"
"Legion: The Legend of Excalibur","PS2",2002,"Action","Midway Games",0.11,0.09,0,0.03,0.22,7,"M"
"LEGO Jurassic World","PSV",2015,"Action","Warner Bros. Interactive Entertainment",0.05,0.13,0,0.05,0.22,7.6,"E10+"
"Spartan: Total Warrior","PS2",2005,"Action","Sega",0.11,0.09,0,0.03,0.22,8.4,"M"
"Justice League Heroes","PSP",2006,"Role-Playing","Eidos Interactive",0.2,0.01,0,0.02,0.22,7.8,"T"
"Conflict: Vietnam","XB",2004,"Shooter","SCi",0.17,0.05,0,0.01,0.22,7.3,"M"
"Whirl Tour","PS2",2002,"Sports","Crave Entertainment",0.11,0.09,0,0.03,0.22,7,"E"
"NBA Street: Showdown","PSP",2005,"Sports","Electronic Arts",0.2,0,0,0.02,0.22,8.5,"E"
"pro evolution soccer 2011","Wii",2010,"Sports","Konami Digital Entertainment",0.07,0.1,0.03,0.02,0.22,5.4,"E"
"Skies of Arcadia Legends","GC",2002,"Role-Playing","Atari",0.17,0.04,0,0.01,0.22,9.2,"T"
"Breath of Fire","GBA",2001,"Role-Playing","Ubisoft",0.11,0.04,0.06,0,0.22,8.8,"E"
"Risen 2: Dark Waters","PC",2012,"Role-Playing","Deep Silver",0,0.19,0,0.03,0.22,5.6,"M"
"Ford vs. Chevy","PS2",2005,"Racing","Global Star",0.11,0.09,0,0.03,0.22,8,"E"
"LEGO The Hobbit","WiiU",2014,"Action","Warner Bros. Interactive Entertainment",0.09,0.11,0,0.02,0.22,7.8,"E10+"
"NCAA Football 2005","GC",2004,"Sports","Electronic Arts",0.17,0.04,0,0.01,0.22,9,"E"
"Hamtaro: Ham-Ham Games","GBA",2004,"Sports","Nintendo",0.16,0.06,0,0,0.22,7.8,"E"
"Danny Phantom: The Ultimate Enemy","GBA",2005,"Action","THQ",0.16,0.06,0,0,0.22,8.8,"E"
"Soul Sacrifice Delta","PSV",2014,"Action","Sony Computer Entertainment",0,0.08,0.12,0.02,0.22,8.4,"M"
"NASCAR 2011: The Game","Wii",2011,"Racing","Activision",0.21,0,0,0.01,0.22,3.1,"E"
"Spider-Man: Edge of Time","PS3",2011,"Action","Activision",0.13,0.07,0,0.03,0.22,7.2,"T"
"Ride","PS4",2015,"Racing","Milestone S.r.l.",0.04,0.13,0.03,0.03,0.22,7,"E"
"Spirit Camera: The Cursed Memoir","3DS",2012,"Adventure","Nintendo",0.13,0.02,0.06,0.01,0.22,6.1,"T"
"Galactic Wrestling: Featuring Ultimate Muscle","PS2",2004,"Fighting","Namco Bandai Games",0.03,0.02,0.17,0.01,0.22,8,"T"
"FaceBreaker K.O. Party","Wii",2008,"Fighting","Electronic Arts",0.19,0.01,0,0.02,0.22,5.6,"T"
"Dino Stalker","PS2",2002,"Shooter","Capcom",0.07,0.06,0.08,0.02,0.22,6.3,"M"
"Mega Man Zero 3","GBA",2004,"Platform","Capcom",0.16,0.06,0,0,0.22,9,"E"
"Super Swing Golf","Wii",2006,"Sports","Nintendo",0.14,0.01,0.07,0.01,0.22,7.8,"E10+"
"G-Force","PS3",2009,"Action","Disney Interactive Studios",0.13,0.06,0,0.03,0.22,7.6,"E10+"
"Luminous Arc 2","DS",2008,"Role-Playing","Rising Star Games",0.2,0,0,0.02,0.22,7.7,"T"
"Shinobi","3DS",2011,"Platform","Sega",0.14,0.07,0,0.02,0.22,7.3,"T"
"Tony Hawk's Downhill Jam","DS",2006,"Sports","Activision",0.2,0,0,0.02,0.22,7,"E"
"Risen 2: Dark Waters","PS3",2012,"Role-Playing","Deep Silver",0.04,0.13,0.01,0.04,0.22,5.2,"M"
"Age of Empires: The Age of Kings","DS",2006,"Strategy","THQ",0.18,0.02,0,0.02,0.22,7.9,"E10+"
"MotoGP 09/10","PS3",2010,"Racing","Capcom",0.05,0.13,0,0.04,0.22,5.4,"E"
"The Lord of the Rings: The Third Age","GBA",2004,"Role-Playing","Electronic Arts",0.16,0.06,0,0,0.22,8.5,"T"
"Dinosaur King","DS",2007,"Strategy","Sega",0.2,0,0,0.02,0.22,8,"E"
"The Suffering","XB",2004,"Action","Midway Games",0.16,0.05,0,0.01,0.22,8.8,"M"
"Pitfall: The Big Adventure","Wii",2008,"Adventure","Activision",0.19,0.02,0,0.02,0.22,6.3,"E"
"Tetris Worlds","GC",2002,"Puzzle","THQ",0.17,0.04,0,0.01,0.22,5.6,"E"
"The Sims 4: Get Together","PC",2015,"Simulation","Electronic Arts",0.05,0.15,0,0.02,0.22,7.3,"T"
"Viewtiful Joe 2","GC",2004,"Action","Capcom",0.17,0.04,0,0.01,0.22,8.3,"T"
"Child of Eden","PS3",2011,"Shooter","Ubisoft",0.09,0.1,0,0.04,0.22,7.8,"E10+"
"Touch the Dead","DS",2007,"Shooter","Eidos Interactive",0.2,0,0,0.02,0.22,5.6,"M"
"Nickelodeon Party Blast","XB",2002,"Misc","Infogrames",0.16,0.05,0,0.01,0.22,4.3,"E"
"Jackass the Game","PSP",2007,"Action","Empire Interactive",0.09,0.08,0,0.05,0.22,7,"M"
"Ragnarok DS","DS",2008,"Role-Playing","GungHo",0.1,0,0.11,0.01,0.22,5.8,"E10+"
"Shellshock: Nam '67","XB",2004,"Shooter","Eidos Interactive",0.16,0.05,0,0.01,0.22,7,"M"
"Magna Carta: Tears of Blood","PS2",2004,"Role-Playing","505 Games",0.11,0.08,0,0.03,0.22,7,"T"
"All-Star Baseball 2002","GC",2001,"Sports","Acclaim Entertainment",0.17,0.04,0,0.01,0.22,5.6,"E"
"Capcom vs. SNK","DC",2000,"Fighting","Virgin Interactive",0,0,0.22,0,0.22,9,"T"
"Pinball Hall of Fame: The Williams Collection","PS3",2009,"Misc","Crave Entertainment",0.2,0,0,0.02,0.22,7.9,"E10+"
"Aliens vs Predator: Requiem","PSP",2007,"Action","Vivendi Games",0.03,0.12,0,0.07,0.22,5.6,"T"
"Dishonored 2","XOne",2016,"Action","Bethesda Softworks",0.12,0.08,0,0.02,0.22,6.8,"M"
"Asphalt: Injection","PSV",2011,"Action","Ubisoft",0.13,0.06,0,0.03,0.22,4.8,"E10+"
"From Russia With Love","GC",2005,"Action","Electronic Arts",0.17,0.04,0,0.01,0.22,8.5,"T"
"Guitar Hero: Smash Hits","PS2",2009,"Misc","Activision",0.11,0.01,0,0.1,0.22,8.3,"T"
"NBA Live 09 All-Play","Wii",2008,"Sports","Electronic Arts",0.19,0.01,0,0.02,0.22,5.9,"E"
"NFL Quarterback Club 2002","PS2",2001,"Sports","Acclaim Entertainment",0.11,0.08,0,0.03,0.22,7.8,"E"
"NCAA Basketball 09","X360",2008,"Sports","Electronic Arts",0.2,0,0,0.02,0.22,5.6,"E"
"Shin Megami Tensei: Persona","PSP",2009,"Role-Playing","Atlus",0.08,0,0.13,0.01,0.22,8,"T"
"Lords of the Fallen","XOne",2014,"Role-Playing","Square Enix",0.1,0.1,0,0.02,0.22,6.7,"M"
"LEGO The Lord of the Rings","PC",2012,"Action","Warner Bros. Interactive Entertainment",0.07,0.13,0,0.03,0.22,8.2,"E10+"
"Growlanser: Heritage of War","PS2",2006,"Role-Playing","Rising Star Games",0.11,0.08,0,0.03,0.22,7.9,"T"
"Ben 10 Alien Force: Vilgax Attacks","X360",2009,"Action","D3Publisher",0.11,0.09,0,0.02,0.22,8.3,"E10+"
"Rugby 2004","PS2",2003,"Sports","Electronic Arts",0.11,0.08,0,0.03,0.22,6.8,"E"
"Senran Kagura 2: Deep Crimson ","3DS",2014,"Action","Marvelous Entertainment",0.1,0.02,0.08,0.01,0.22,6.8,"M"
"NBA 06","PSP",2005,"Sports","Sony Computer Entertainment",0.2,0,0,0.02,0.22,5.4,"E"
"KORG DS-10 Synthesizer","DS",2008,"Misc","AQ Interactive",0.19,0.01,0,0.02,0.22,8.2,"E"
"Naruto: Ninja Council","GBA",2003,"Action","Tomy Corporation",0.16,0.06,0,0,0.22,7.1,"E10+"
"Tropico 3","X360",2009,"Strategy","Kalypso Media",0.15,0.02,0.03,0.01,0.22,6.6,"T"
"Deadly Creatures","Wii",2009,"Action","THQ",0.08,0.12,0,0.02,0.22,8.8,"T"
"Naruto Shippuden: Ultimate Ninja Storm Revolution","X360",2014,"Fighting","Namco Bandai Games",0.14,0.06,0,0.02,0.22,7.3,"T"
"Dead Island","PC",2011,"Action","Deep Silver",0.12,0.07,0,0.03,0.22,6.8,"M"
"NFL 2K3","GC",2002,"Sports","Sega",0.17,0.04,0,0.01,0.22,8.3,"E"
"Hunted: The Demon's Forge","X360",2011,"Action","Bethesda Softworks",0.13,0.06,0,0.02,0.22,6,"M"
"American Idol","GBA",2003,"Misc","Codemasters",0.15,0.06,0,0,0.22,4.8,"E"
"Britney's Dance Beat","GBA",2002,"Misc","THQ",0.15,0.06,0,0,0.22,7.4,"E"
"Shrek SuperSlam","GC",2005,"Action","Activision",0.17,0.04,0,0.01,0.22,7.8,"E10+"
"Full Auto","X360",2006,"Shooter","Sega",0.19,0.01,0,0.02,0.22,7.8,"T"
"Herdy Gerdy","PS2",2002,"Adventure","Eidos Interactive",0.11,0.08,0,0.03,0.22,5,"E"
"Afrika","PS3",2008,"Adventure","Unknown",0.12,0,0.08,0.01,0.22,6.2,"E10+"
"The Crew","X360",2014,"Racing","Ubisoft",0.06,0.14,0,0.02,0.22,6.4,"T"
"Over G Fighters","X360",2006,"Simulation","Ubisoft",0.19,0.01,0,0.02,0.21,6,"T"
"Angry Birds Star Wars","PS4",2013,"Strategy","Activision",0.1,0.08,0,0.04,0.21,2,"E"
"Hot Shots Tennis: Get a Grip","PSP",2010,"Sports","Sony Computer Entertainment",0.07,0,0.13,0.01,0.21,8,"E"
"Star Wars: The Force Unleashed II","DS",2010,"Action","LucasArts",0.17,0.03,0,0.02,0.21,4,"T"
"The Dukes of Hazzard: Return of the General Lee","PS2",2004,"Racing","Ubisoft",0.11,0.08,0,0.03,0.21,6.8,"E"
"Crash 'N' Burn","PS2",2004,"Racing","Eidos Interactive",0.11,0.08,0,0.03,0.21,8,"T"
"NBA","PSP",2005,"Sports","Sony Computer Entertainment",0.2,0,0,0.02,0.21,6.9,"E"
"Teenage Mutant Ninja Turtles: Smash-Up","PS2",2009,"Fighting","Ubisoft",0.11,0.08,0,0.03,0.21,8.4,"E10+"
"Disaster Report","PS2",2002,"Action","Agetec",0.03,0.02,0.15,0.01,0.21,8,"T"
"Armored Core V","X360",2012,"Simulation","Namco Bandai Games",0.13,0.03,0.04,0.01,0.21,7.2,"T"
"College Hoops 2K7","X360",2006,"Sports","Take-Two Interactive",0.2,0,0,0.02,0.21,8.2,"E"
"Rampage: Total Destruction","Wii",2006,"Action","Midway Games",0.19,0.01,0,0.02,0.21,5.6,"E10+"
"The Bard's Tale","PS2",2004,"Role-Playing","Ubisoft",0.1,0.08,0,0.03,0.21,8.6,"T"
"Robotech: The Macross Saga","GBA",2002,"Shooter","TDK Mediactive",0.15,0.06,0,0,0.21,6.5,"E"
"Conflict Zone","PS2",2002,"Strategy","Ubisoft",0.1,0.08,0,0.03,0.21,7.4,"T"
"Code Name: S.T.E.A.M.","3DS",2015,"Strategy","Nintendo",0.14,0.05,0.01,0.02,0.21,7.7,"T"
"The Bureau: XCOM Declassified","X360",2013,"Shooter","Take-Two Interactive",0.1,0.1,0,0.02,0.21,6.7,"M"
"Star Wars: Battlefront","PC",2004,"Shooter","LucasArts",0.07,0.13,0,0.02,0.21,3.5,"T"
"BloodRayne","XB",2002,"Shooter","Universal Interactive",0.16,0.05,0,0.01,0.21,7.5,"M"
"NHL 2K6","XB",2005,"Sports","Take-Two Interactive",0.16,0.05,0,0.01,0.21,7.5,"E10+"
"Hannah Montana: The Movie","X360",2009,"Adventure","Disney Interactive Studios",0.14,0.05,0,0.02,0.21,3.8,"E"
"Tenchu: Return From Darkness","XB",2004,"Action","Activision",0.16,0.05,0,0.01,0.21,7,"M"
"World Poker Tour","PS2",2005,"Misc","Take-Two Interactive",0.1,0.08,0,0.03,0.21,8.6,"T"
"Neo Contra","PS2",2004,"Shooter","Konami Digital Entertainment",0.1,0.08,0,0.03,0.21,7.1,"M"
"MVP Baseball","PSP",2005,"Sports","Electronic Arts",0.2,0,0,0.02,0.21,7.7,"E"
"Where's Waldo? The Fantastic Journey","DS",2009,"Adventure","Ubisoft",0.2,0,0,0.02,0.21,8.9,"E"
"Tony Hawk's American Sk8land","DS",2005,"Sports","Activision",0.19,0,0,0.02,0.21,8.7,"E"
"Viewtiful Joe 2","PS2",2004,"Action","Capcom",0.1,0.08,0,0.03,0.21,7.7,"T"
"The BIGS 2","X360",2009,"Sports","Take-Two Interactive",0.19,0.01,0,0.02,0.21,6.2,"E10+"
"Quake III: Revolution","PS2",2001,"Shooter","Electronic Arts",0.1,0.08,0,0.03,0.21,7.2,"M"
"Pac-Man World 3","PS2",2005,"Platform","Namco Bandai Games",0.1,0.08,0,0.03,0.21,5.2,"E"
"50 Cent: Blood on the Sand","X360",2009,"Shooter","THQ",0.12,0.07,0,0.02,0.21,6.4,"M"
"Journey","PS3",2012,"Adventure","Sony Computer Entertainment Europe",0.04,0.13,0,0.04,0.21,8.8,"E"
"SBK X: Superbike World Championship","PS3",2010,"Racing","Black Bean Games",0.05,0.12,0,0.04,0.21,7.5,"E10+"
"Dragon Ball: Fusions","3DS",2016,"Role-Playing","Namco Bandai Games",0.02,0,0.19,0,0.21,7.6,"T"
"Madden NFL 07","DS",2006,"Sports","Electronic Arts",0.2,0,0,0.02,0.21,6.5,"E"
"HBO Boxing","PS",2000,"Fighting","Acclaim Entertainment",0.12,0.08,0,0.01,0.21,4,"E"
"Bass Pro Shops: The Strike","X360",2009,"Sports","XS Games",0.2,0,0,0.02,0.21,5.8,"E"
"Darkwatch","XB",2005,"Shooter","Ubisoft",0.16,0.05,0,0.01,0.21,8.1,"M"
"Disgaea D2: A Brighter Darkness","PS3",2013,"Role-Playing","Nippon Ichi Software",0.09,0,0.1,0.02,0.21,8.1,"T"
"Maximo vs Army of Zin","PS2",2003,"Platform","Capcom",0.1,0.08,0,0.03,0.21,7.8,"T"
"Assassin's Creed Syndicate","PC",2015,"Action","Ubisoft",0.11,0.09,0,0.02,0.21,5.9,"M"
"Summoner 2","PS2",2002,"Role-Playing","THQ",0.1,0.08,0,0.03,0.21,8.3,"T"
"Shadow of Destiny","PS2",2001,"Adventure","Konami Digital Entertainment",0.09,0.07,0.03,0.02,0.21,8.2,"T"
"Ninja Gaiden: Dragon Sword","DS",2008,"Action","Tecmo Koei",0.16,0.01,0.02,0.02,0.21,7.8,"T"
"Cabela's Deer Hunt: 2004 Season","XB",2003,"Sports","Activision Value",0.16,0.05,0,0.01,0.21,8.4,"T"
"Brunswick Pro Bowling","PSP",2007,"Sports","505 Games",0.19,0,0,0.02,0.21,7.3,"E"
"World of Final Fantasy","PSV",2016,"Role-Playing","Square Enix",0.04,0.06,0.08,0.03,0.21,8.6,"E10+"
"Danganronpa Another Episode: Ultra Despair Girls","PSV",2014,"Action","Nippon Ichi Software",0.06,0.01,0.12,0.02,0.21,8.4,"M"
"Pro Evolution Soccer 2012","Wii",2011,"Action","Konami Digital Entertainment",0.08,0.08,0.03,0.02,0.21,7,"E"
"The Legend of Spyro: The Eternal Night","Wii",2007,"Platform","Vivendi Games",0.18,0.02,0,0.02,0.21,6.4,"E10+"
"The Wolf Among Us","PS4",2014,"Adventure","Telltale Games",0.1,0.07,0,0.04,0.21,8.4,"M"
"Cursed Mountain","Wii",2009,"Adventure","Deep Silver",0.09,0.1,0,0.02,0.21,7.6,"M"
"Age of Empires: Mythologies","DS",2008,"Strategy","THQ",0.16,0.03,0,0.02,0.21,6.9,"E10+"
"SBK Superbike World Championship","X360",2008,"Racing","Black Bean Games",0.06,0.14,0,0.01,0.21,8,"E10+"
"Bionicle","GC",2003,"Action","Electronic Arts",0.16,0.04,0,0.01,0.21,4.2,"E"
"Heroes of Ruin","3DS",2012,"Role-Playing","Nintendo",0.13,0.07,0,0.02,0.21,7.4,"T"
"A Boy and His Blob","Wii",2009,"Platform","Majesco Entertainment",0.18,0.01,0,0.01,0.21,8.7,"E"
"Baja: Edge of Control","PS3",2008,"Racing","THQ",0.1,0.08,0,0.03,0.21,5,"E"
"G.I. Joe: The Rise of Cobra","PS3",2009,"Action","Electronic Arts",0.11,0.07,0,0.03,0.21,4.8,"T"
"UFC Undisputed 2010","PSP",2010,"Fighting","THQ",0.11,0.06,0,0.04,0.21,7,"T"
"World Series of Poker","PSP",2005,"Misc","Activision",0.19,0,0,0.02,0.21,6.4,"E10+"
"Rayman Raving Rabbids","X360",2007,"Misc","Ubisoft",0.18,0.01,0,0.02,0.21,7.3,"E"
"Deus Ex: The Conspiracy","PS2",2002,"Action","Eidos Interactive",0.1,0.08,0,0.03,0.21,8.9,"M"
"Unreal II: The Awakening","XB",2004,"Shooter","Atari",0.17,0.04,0,0.01,0.21,5.3,"M"
"Rumble Racing","PS2",2001,"Racing","Electronic Arts",0.1,0.08,0,0.03,0.21,8.2,"E"
"Spider-Man: Web of Shadows","PS2",2008,"Action","Activision",0.1,0.08,0,0.03,0.21,4.1,"E10+"
"Vampire Rain","X360",2007,"Action","Microsoft Game Studios",0.18,0,0.01,0.01,0.21,2.9,"M"
"Batman Begins","XB",2005,"Action","Electronic Arts",0.16,0.04,0,0.01,0.21,7.1,"T"
"NBA Live 15","XOne",2014,"Sports","Electronic Arts",0.17,0.02,0,0.02,0.21,6.8,"E"
"JSRF: Jet Set Radio Future","XB",2002,"Action","Sega",0.13,0.04,0.03,0.01,0.21,8.2,"T"
"NHL Hitz 20-02","GC",2001,"Sports","Midway Games",0.16,0.04,0,0.01,0.21,8.7,"E"
"Way of the Samurai 3","X360",2009,"Action","Gamebridge",0.12,0.05,0.02,0.02,0.21,6.8,"M"
"NCAA Football 2003","GC",2002,"Sports","Electronic Arts",0.16,0.04,0,0.01,0.21,8.1,"E"
"Hitman: HD Trilogy","PS3",2013,"Action","Square Enix",0.07,0.09,0,0.04,0.21,7.6,"M"
"J Stars Victory Vs.","PSV",2014,"Fighting","Namco Bandai Games",0,0.03,0.17,0.01,0.21,7.9,"T"
"de Blob 2","PS3",2011,"Platform","THQ",0.11,0.07,0,0.03,0.21,7.1,"E10+"
"Greg Hastings Paintball 2","X360",2010,"Shooter","Majesco Entertainment",0.19,0,0,0.01,0.21,8.3,"E10+"
"ESPN Winter X Games: Snowboarding 2002","PS2",2000,"Sports","Konami Digital Entertainment",0.1,0.08,0,0.03,0.21,7.9,"T"
"Final Fantasy Fables: Chocobo's Dungeon","Wii",2007,"Role-Playing","Square Enix",0.09,0,0.11,0.01,0.21,8,"E10+"
"Project: Snowblind","PS2",2005,"Action","Eidos Interactive",0.1,0.08,0,0.03,0.21,8.3,"T"
"Prison Break: The Conspiracy","X360",2010,"Action","Deep Silver",0.07,0.11,0,0.02,0.21,4.7,"T"
"You Don't Know Jack","Wii",2011,"Misc","THQ",0.19,0,0,0.01,0.21,7.7,"T"
"Mortal Kombat: Special Forces","PS",2000,"Fighting","Midway Games",0.12,0.08,0,0.01,0.21,2.4,"M"
"Mega Man Legacy Collection","3DS",2016,"Platform","Capcom",0.14,0,0.05,0.02,0.21,7.1,"E"
"The Last Airbender","Wii",2010,"Action","THQ",0.12,0.07,0,0.02,0.21,6.6,"T"
"NCAA March Madness 07","X360",2007,"Sports","Electronic Arts",0.19,0,0,0.02,0.21,7.1,"E"
"StokEd","X360",2009,"Sports","Zushi Games",0.18,0.01,0,0.01,0.21,8.6,"T"
"Evil Dead: Regeneration","PS2",2005,"Action","THQ",0.1,0.08,0,0.03,0.21,8.5,"M"
